No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
28,Heavy,Mawloc,"9""",4+,-,1,3,5,6+,1,10,,,,,,,"Deep Strike
Burrow: When this unit makes a Move action, it can burrow instead of moving. If it does, it is removed from the battlefield and placed into Tactical Reserves. When this unit arrives as reinforcements, set it up as described in the Terror from the Deep ability. A unit cannot burrow if it was set up on the battlefield this turn, if there are any enemy units in base contact with it, or if there are any blast markers next to it.
Terror from the Deep: When this unit uses the Deep Strike ability, you can set it up anywhere on the battlefield that is more than 1"" away from any enemy units, instead of 9"". After setting this unit up using the Deep Strike ability, if there are any enemy units within 3"" of it, select one of those units and roll one D12. On a 3-5 place one blast marker next to that unit, on a 6-9 place two blast markers next to that unit and on a 10+ place three blast markers next to that unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Mawloc",
28,,,,,,,,,,,,,,,,,,A Mawloc is a unit that contains 1 model. It is equipped with: Distensible Jaws; Scything Talons.,,
28,,,,,,,,,,,,Distensible Jaws,Melee,Melee,1,5+,6+,,,
28,,,,,,,,,,,,Scything Talons,Melee,Melee,x2,7+,9+,,,
29,Air,Harpy,"30""",4+,4+,1,2,7,8+,1,9,,,,,,,"Spore Mine Cysts: After this unit makes a Move action, you can select one enemy unit it moved over whilst making that Move action. Roll one D6; on a 3+ place one blast marker next to that unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Fly, Harpy","per Unit: Instead of Stranglethorn Cannons, this unit can be equipped with Heavy Venom Cannons."
29,,,,,,,,,,,,,,,,,,A Harpy is a unit that contains 1 model. It is equipped with: Stinger Salvo; Stranglethorn Cannons; Scything Wings.,,
29,,,,,,,,,,,,,,,,,,"Instead of Stranglethorn Cannons, this unit can be equipped with Heavy Venom Cannons.",,
29,,,,,,,,,,,,Heavy Venom Cannons,Heavy,"36""",1,8+,4+,,,
29,,,,,,,,,,,,Stranglethorn Cannons,Heavy,"36""",1,4+,8+,,,
29,,,,,,,,,,,,Stinger Salvo,Heavy,"24""",1,7+,9+,,,
29,,,,,,,,,,,,Scything Wings,Melee,Melee,User,9+,9+,,,
30,Air,Hive Crone,"30""",4+,4+,1,2,7,8+,1,9,,,,,,,,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Fly, Hive Crone",
30,,,,,,,,,,,,,,,,,,A Hive Crone is a unit that contains 1 model. It is equipped with: Drool Cannon; Stinger Salvo; Tentaclids; Scything Wings; Wicked Spur.,,
30,,,,,,,,,,,,Drool Cannon,Heavy,"8""",1,5+,8+,Inferno,,
30,,,,,,,,,,,,Stinger Salvo,Heavy,"24""",1,7+,9+,,,
30,,,,,,,,,,,,Tentaclids,Heavy,"36""",1,9+,5+,Anti-air,,
30,,,,,,,,,,,,Scything Wings,Melee,Melee,User,5+,9+,,,
30,,,,,,,,,,,,Wicked Spur,Melee,Melee,User,9+,5+,,,
31,Transport,Tyrannocyte,"6""",5+,5+,1,2,5,8+,1,8,,,,,,,"Deep Strike
Transport Spore: When this unit is set up in Tactical Reserves, you can also set up a friendly <Hive Fleet> Infantry unit of up to 20 models or a <Hive Fleet> Monster unit with a Wounds characteristic of 4 or less inside it (this cannot be a Tyrannocyte or Sporocyst). When this unit uses its Deep Strike ability, set any unit inside it up on the battlefield wholly within 6"" of this unit and more than 9"" from enemy units. If that unit cannot be placed in this way, it is destroyed.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Fly, Tyrannocyte","per Unit: Instead of Deathspitters, this unit can be equipped with one of the following: Barbed Stranglers; Venom Cannons."
31,,,,,,,,,,,,,,,,,,A Tyrannocyte is a unit that contains 1 model. It is equipped with: Deathspitters; Barbed Tentacles.,,
31,,,,,,,,,,,,,,,,,,"Instead of Deathspitters, this unit can be equipped with one of the following: Barbed Stranglers; Venom Cannons.",,
31,,,,,,,,,,,,Barbed Stranglers,Heavy,"36""",5,7+,9+,,,
31,,,,,,,,,,,,Deathspitters,Heavy,"24""",5,6+,9+,,,
31,,,,,,,,,,,,Venom Cannons,Heavy,"36""",5,9+,7+,,,
31,,,,,,,,,,,,Barbed Tentacles,Melee,Melee,User,10+,10+,,,
32,Lord,Hierophant,"12""",3+,3+,2,7,7,5+,1,45,,,,,,,"Transport: This unit can transport up to 20 friendly Genestealers, Termagants, Hormagaunts, Hive Guard, Tyrant Guard or Tyranid Warriors models. Each Hive Guard, Tyrant Guard or Tyranid Warrior model takes up the space of 3 other models. It can also transport 1 friendly Tyranid Prime or Broodlord.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Super-heavy, Monster, Transport, Titanic, Hierophant Bio-titan",
32,,,,,,,,,,,,,,,,,,A Hierophant Bio-titan is a unit that contains 1 model. It is equipped with: 2 Dire Bio-cannons; Lashwhip Pods; Bio-plasma Torrent; Gargantuan Scything Talons.,,
32,,,,,,,,,,,,Bio-plasma Torrent,Heavy,"8""",4,7+,9+,Inferno,,
32,,,,,,,,,,,,Dire Bio-cannon,Heavy,"48""",2,8+,4+,Destroyer,,
32,,,,,,,,,,,,Gargantuan Scything Talons,Melee,Melee,User,8+,4+,Destroyer,,
32,,,,,,,,,,,,Lashwhip Pods,Melee,Melee,x2,6+,9+,,,
