No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
30,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
31,Transport,Razorback,"12""",6+,3+,1,2,6,6+,1,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Transport, Razorback",per Unit (Power Rating +1): Instead of Twin Heavy Bolter: Twin Assault Cannon (Power Rating +1)
31,,,,,,,,,,,,,,,,,,Default: Twin Heavy Bolter; Armoured Tracks.,,
31,,,,,,,,,,,,,,,,,,Instead of Twin Heavy Bolter: Twin Assault Cannon (Power Rating +1) or Twin Lascannon.,,
31,,,,,,,,,,,,,,,,,,"Transport: up to 6 friendly <Chapter> Infantry. Cannot transport Primaris, Terminator, Centurion or Jump Pack units.",,
31,,,,,,,,,,,,Twin Assault Cannon,Heavy,"24""",4,6+,8+,,,
31,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
31,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
31,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
32,Transport,Drop Pod,-,-,3+,-,2,6,6+,1,5,,,,,,,"Deep Strike
Drop Pod Assault: After setup, embarked units must immediately disembark and cannot embark again. Disembarking units cannot be set up within 9"" of enemy units. If a unit cannot disembark, it is destroyed.
Immobile: This unit is never Out of Command.","Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Transport, Drop Pod",per Unit: Instead of Storm Bolter: Deathwind Launcher.
32,,,,,,,,,,,,,,,,,,Default: Storm Bolter.,,
32,,,,,,,,,,,,,,,,,,Instead of Storm Bolter: Deathwind Launcher.,,
32,,,,,,,,,,,,,,,,,,"Transport: up to 10 friendly <Chapter> Infantry. Cannot transport Primaris, Terminator, Centurion or Jump Pack units.",,
32,,,,,,,,,,,,Deathwind Launcher,Heavy,"12""",2,7+,9+,,,
32,,,,,,,,,,,,Storm Bolter,Small Arms,"24""",1,9+,10+,Rapid Fire,,
28,Air,Stormraven,"20-45""",6+,3+,1,3,7,6+,1,20,,,,,,,"Supersonic
Hover Jet: At the start of the Action phase, you can declare that this unit will hover. If it does, Move becomes 20"" but it loses Supersonic.","Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Fly, Transport, Aircraft, Stormraven Gunship",per Unit: Instead of Twin Assault Cannon: Twin Heavy Plasma Cannon or Twin Lascannon.; per Unit: Instead of Twin Heavy Bolter: Twin Multi-melta or Typhoon Missile Launcher.; per Unit (Power Rating +4): Can also be equipped with 2 Hurricane Bolters (Power Rating +4).
28,,,,,,,,,,,,,,,,,,Default: 2 Stormstrike Missile Launchers; Twin Assault Cannon; Twin Heavy Bolter; Armoured Bulk.,,
28,,,,,,,,,,,,,,,,,,Instead of Twin Assault Cannon: Twin Heavy Plasma Cannon or Twin Lascannon.,,
28,,,,,,,,,,,,,,,,,,Instead of Twin Heavy Bolter: Twin Multi-melta or Typhoon Missile Launcher.,,
28,,,,,,,,,,,,,,,,,,Can also be equipped with 2 Hurricane Bolters (Power Rating +4).,,
28,,,,,,,,,,,,,,,,,,Transport: up to 12 Infantry and 1 Dreadnought. Jump Pack/Terminator take 2 spaces; Centurion takes 3. Cannot transport Primaris.,,
28,,,,,,,,,,,,Hurricane Bolter,Heavy,"24""",2,7+,9+,Rapid Fire,,
28,,,,,,,,,,,,Stormstrike Missile Launcher,Heavy,"72""",1,10+,6+,,,
28,,,,,,,,,,,,Twin Assault Cannon,Heavy,"24""",4,6+,8+,,,
28,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
28,,,,,,,,,,,,Twin Heavy Plasma Cannon,Heavy,"36""",2,7+,7+,Supercharge,,
28,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
28,,,,,,,,,,,,Twin Multi-Melta,Heavy,"24""",2,10+,4+,,,
28,,,,,,,,,,,,Typhoon Missile Launcher,Heavy,"48""",2,7+,7+,,,
28,,,,,,,,,,,,Armoured Bulk,Melee,Melee,User,11+,11+,,,
29,Lord,Venerable Land Raider,"10""",4+,2+,2,5,7,4+,1,20,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Transport, Land Raider",per Unit (Power Rating +1): Can also be equipped with 1 Multi-melta (Power Rating +1).
29,,,,,,,,,,,,,,,,,,Not in PDF — using Land Raider datasheet.,,
29,,,,,,,,,,,,,,,,,,Can also be equipped with 1 Multi-melta (Power Rating +1).,,
29,,,,,,,,,,,,,,,,,,Transport: up to 10 friendly <Chapter> Infantry. Jump Pack/Terminator take 2 spaces; Centurion takes 3. Cannot transport Primaris.,,
29,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
29,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
29,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
29,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
