No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
27,,,,,,,,,,,,Lasgun Array,Small Arms,"24""",1,8+,10+,Rapid Fire,,
27,,,,,,,,,,,,Storm Bolter,Small Arms,"24""",1,9+,10+,Rapid Fire,,
27,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
28,Transport,Goliath Truck,"12""",6+,4+,1,2,5,8+,1,6,,,,,,,"Open-topped, Ignore Damage (6+)
TRANSPORT: This unit can transport up to 10 friendly <Cult> Infantry models. Each Patriarch model takes the space of 5 other Infantry models.","Tyranids, Genestealer Cults, <Cult>
Heavy, Vehicle, Transport, Goliath Truck",
28,,,,,,,,,,,,,,,,,,A Goliath Truck is a unit that contains 1 model. It is equipped with: Heavy Stubber; Twin Autocannon; Tough Chassis.,,
28,,,,,,,,,,,,Heavy Stubber,Heavy,"36""",1,8+,10+,,,
28,,,,,,,,,,,,Twin Autocannon,Heavy,"48""",2,8+,8+,,,
28,,,,,,,,,,,,Tough Chassis,Melee,Melee,User,10+,10+,,,
31,Transport,Goliath Rockgrinder,"10""",4+,4+,1,2,5,8+,1,7,,,,,,,"Ignore Damage (6+)
TRANSPORT: This unit can transport up to 6 friendly <Cult> Infantry models. Each Patriarch model takes the space of 5 other Infantry models.","Tyranids, Genestealer Cults, <Cult>
Heavy, Vehicle, Transport, Goliath Rockgrinder","per Unit: Instead of 1 Heavy Mining Laser, this unit can be equipped with one of the following: 1 Clearance Incinerator; 1 Heavy Seismic Cannon."
31,,,,,,,,,,,,,,,,,,A Goliath Rockgrinder is a unit that contains 1 model. It is equipped with: Heavy Mining Laser; Heavy Stubber; Drilldozer Blade.,,
31,,,,,,,,,,,,,,,,,,"Instead of 1 Heavy Mining Laser, this unit can be equipped with one of the following: 1 Clearance Incinerator; 1 Heavy Seismic Cannon.",,
31,,,,,,,,,,,,Clearance Incinerator,Heavy,"12""",2,6+,9+,Inferno,,
31,,,,,,,,,,,,Heavy Mining Laser,Heavy,"36""",1,9+,5+,,,
31,,,,,,,,,,,,Heavy Seismic Cannon,Heavy,"24""",2,7+,7+,,,
31,,,,,,,,,,,,Heavy Stubber,Heavy,"36""",1,8+,10+,,,
31,,,,,,,,,,,,Drilldozer Blade,Melee,Melee,x2,7+,7+,,,
32,Lord,Tectonic Fragdrill,-,-,-,-,-,-,-,1,3,,,,,,,"A Tectonic Fragdrill is a unit that contains 1 model. It cannot be set up on an objective marker and must be set up more than 1"" from any other terrain features. After this unit is set up, it is treated as Defensible Terrain, and is no longer considered to be a unit for any rules purposes.
SEISMIC QUAKE: Once per battle, at the start of the second or subsequent Action phase, the player who set up this terrain feature can trigger a seismic quake if there are any Genestealer Cults units from their army within 1"" of this terrain feature. If they do, draw a straight imaginary line, 1mm in thickness, from any point of one battlefield edge to any point of another battlefield edge in such a way that it crosses this terrain feature. Roll one D6 for each unit without the Fly keyword and each unit garrisoning a Defensible Terrain feature that this line crosses; on a 5+ place one blast marker next to the unit being rolled for.","Tyranids, Genestealer Cults
Sector Mechanicus, Tectonic Fragdrill",
32,,,,,,,,,,,,,,,,,,A Tectonic Fragdrill is a unit that contains 1 model.,,
29,Heavy,Cult Hydra,"12""",6+,4+,1,2,5,6+,1,7,,,,,,,"Tank Squadron: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one.","Tyranids, Genestealer Cults, Brood Brothers
Heavy, Vehicle, Hydra, Cult Hydra","per Unit: Instead of 1 Heavy Bolter, this unit can be equipped with 1 Heavy Flamer.; per Unit (Power Rating +1): This unit can also be equipped with one of the following (Power Rating +1): 1 Heavy Stubber; 1 Storm Bolter."
29,,,,,,,,,,,,,,,,,,A Cult Hydra is a unit that contains 1 model. It is equipped with: Hydra Quad Autocannon; Heavy Bolter; Armoured Tracks.,,
29,,,,,,,,,,,,Hydra Quad Autocannon,Heavy,"72""",2,8+,6+,Anti-air,,
29,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
29,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
30,Troops,Cult Combat Engineers,"6""",4+,4+,1,1,6,10+,10,4,,,,,,,,"Tyranids, Genestealer Cults, <Cult>
Light, Infantry, Cult Combat Engineers",per 20 models (Power Rating 8): It can contain 20 models (Power Rating 8).
30,,,"6""",4+,4+,2,2,6,10+,20,8,,,,,,,,,
30,,,,,,,,,,,,,,,,,,Cult Combat Engineers is a unit that contains 10 models. It can contain 20 models (Power Rating 8).,,
30,,,,,,,,,,,,Trench Clubs,Melee,"12""",User,8+,10+,,,
30,,,,,,,,,,,,Flamers,Small Arms,"12""",User,8+,10+,Inferno,,
30,,,,,,,,,,,,,,,,,,"Remote Mines: Once per battle, select a unit within 9"" and roll a d6. On a 3+, the unit suffers a blast marker, or 2 blast markers for vehicle or fortification unit.",,
