No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
20,,,"8""",5+,5+,2,2,4,8+,8,5,,,,,,,,,
20,,,"8""",5+,5+,3,3,4,8+,12,7,,,,,,,,,
20,,,,,,,,,,,,,,,,,,Tactical Drones are a unit that contains 4 models. It can contain 8 models (Power Rating 5) or 12 models (Power Rating 7). It is equipped with: Pulse Carbines; Close Combat Weapons.,,
20,,,,,,,,,,,,,,,,,,"This unit can have up to two of the following (Power Rating +1 for each 4 models this unit contains): Gun Drones, Marker Drones, Shield Drones.",,
20,,,,,,,,,,,,,,,,,,"- If this unit has Gun Drones, re-roll wound rolls of 1 for attacks made with ranged weapons by this unit.",,
20,,,,,,,,,,,,,,,,,,"- If this unit has Marker Drones, re-roll hit rolls of 1 for attacks made with ranged weapons by this unit.",,
20,,,,,,,,,,,,,,,,,,"- If this unit has Shield Drones, improve its Save characteristic by 1.",,
20,,,,,,,,,,,,Pulse Carbines,Heavy,"18""",x2,6+,8+,,,
20,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,10+,,,
21,Heavy,XV88 Broadside Battlesuits,"5""",5+,4+,1,1,6,5+,1,6,,,,,,,,"T'au Empire, <Sept>
Light, Battlesuit, XV88 Broadside Battlesuits","per 2 models (Power Rating 11): It can contain 2 models (Power Rating 11); per 3 models (Power Rating 16): 3 models (Power Rating 16); per Unit (Power Rating +1): For each model this unit contains, it must be equipped with one of the following: 1 Heavy Rail Rifle; 2 High-yield Missile Pods (Power Rating +1).; per Unit: For each model this unit contains, it must be equipped with one of the following: Smart Missile Systems; Plasma Rifles.; per Unit (Power Rating +1 for each model this unit contains): This unit can have up to two of the following (Power Rating +1 for each model this unit contains): Gun Drones, Marker Drones, Shield Drones.; per Unit (Power Rating +1 per drone): For each model this unit contains, it can have up to two Missile Drones (Power Rating +1 per drone)"
21,,,"5""",5+,4+,2,2,6,5+,2,11,,,,,,,,,
21,,,"5""",5+,4+,3,3,6,5+,3,16,,,,,,,,,
21,,,,,,,,,,,,,,,,,,XV88 Broadside Battlesuits are a unit that contains 1 model. It can contain 2 models (Power Rating 11) or 3 models (Power Rating 16). It is equipped with: Close Combat Weapons.,,
21,,,,,,,,,,,,,,,,,,"For each model this unit contains, it must be equipped with one of the following: 1 Heavy Rail Rifle; 2 High-yield Missile Pods (Power Rating +1).",,
21,,,,,,,,,,,,,,,,,,"For each model this unit contains, it must be equipped with one of the following: Smart Missile Systems; Plasma Rifles.",,
21,,,,,,,,,,,,,,,,,,"This unit can have up to two of the following (Power Rating +1 for each model this unit contains): Gun Drones, Marker Drones, Shield Drones.",,
21,,,,,,,,,,,,,,,,,,"- If this unit has Gun Drones, re-roll wound rolls of 1 for attacks made with ranged weapons by this unit.",,
21,,,,,,,,,,,,,,,,,,"- If this unit has Marker Drones, re-roll hit rolls of 1 for attacks made with ranged weapons by this unit.",,
21,,,,,,,,,,,,,,,,,,"- If this unit has Shield Drones, improve its Save characteristic by 1.",,
21,,,,,,,,,,,,,,,,,,"For each model this unit contains, it can have up to two Missile Drones (Power Rating +1 per drone). For each Missile Drone this unit has, it is also equipped with 1 Missile Pod.",,
21,,,,,,,,,,,,Heavy Rail Rifle,Heavy,"60""",1,9+,5+,,,
21,,,,,,,,,,,,High-yield Missile Pod,Heavy,"36""",2,7+,9+,,,
21,,,,,,,,,,,,Plasma Rifles,Heavy,"24""",2,7+,7+,Rapid Fire,,
21,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
21,,,,,,,,,,,,Missile Pod,Heavy,"36""",1,6+,8+,,,
21,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,10+,,,
22,Heavy,TX7 Hammerhead Gunship,"12""",6+,3+,1,2,6,6+,1,10,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.","T'au Empire, <Sept>
Heavy, Vehicle, Fly, TX7 Hammerhead Gunship","per Unit: Instead of 1 Railgun, this unit can be equipped with 1 Ion Cannon.; per Unit (Power Rating +1): Instead of 2 Pulse Carbines, this unit can be equipped with one of the following (Power Rating +1): 2 Burst Cannons; Smart Missile Systems."
22,,,,,,,,,,,,,,,,,,A TX7 Hammerhead Gunship is a unit that contains 1 model. It is equipped with: Railgun; 2 Pulse Carbines; Armoured Hull.,,
22,,,,,,,,,,,,,,,,,,"Instead of 1 Railgun, this unit can be equipped with 1 Ion Cannon.",,
22,,,,,,,,,,,,,,,,,,"Instead of 2 Pulse Carbines, this unit can be equipped with one of the following (Power Rating +1): 2 Burst Cannons; Smart Missile Systems.",,
22,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
22,,,,,,,,,,,,Ion Cannon,Heavy,"60""",2,6+,6+,Supercharge,,
22,,,,,,,,,,,,Railgun,Heavy,"72""",1,8+,4+,Destroyer,,
22,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
22,,,,,,,,,,,,Pulse Carbine,Small Arms,"18""",User,9+,9+,,,
22,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
23,Heavy,TX78 Sky Ray Gunship,"12""",6+,3+,1,2,6,6+,1,9,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.
Velocity Tracker: Add 2 to hit rolls for attacks made with ranged weapons by this unit that target Aircraft units.","T'au Empire, <Sept>
Heavy, Vehicle, Fly, TX78 Sky Ray Gunship","per Unit (Power Rating +1): Instead of 2 Pulse Carbines, this unit can be equipped with one of the following (Power Rating +1): 2 Burst Cannons; Smart Missile Systems."
23,,,,,,,,,,,,,,,,,,A TX78 Sky Ray Gunship is a unit that contains 1 model. It is equipped with: Seeker Missiles; 2 Pulse Carbines; Armoured Hull.,,
23,,,,,,,,,,,,,,,,,,"Instead of 2 Pulse Carbines, this unit can be equipped with one of the following (Power Rating +1): 2 Burst Cannons; Smart Missile Systems.",,
23,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
23,,,,,,,,,,,,Pulse Carbine,Small Arms,"18""",User,9+,9+,,,
23,,,,,,,,,,,,Seeker Missiles,Heavy,"72""",1,8+,6+,Barrage,,
23,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
23,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
24,Heavy,XV95 Ghostkeel Battlesuit,"12""",5+,4+,1,2,6,6+,1,12,,,,,,,"Infiltrators, Stealth","T'au Empire, <Sept>
Heavy, Battlesuit, Fly, Monster, Jet Pack, XV95 Ghostkeel Battlesuit","per Unit: Instead of 1 Fusion Collider, this unit can be equipped with 1 Cyclic Ion Raker.; per Unit: Instead of Flamers, this unit can be equipped with one of the following: 2 Burst Cannons; Fusion Blasters."
24,,,,,,,,,,,,,,,,,,An XV95 Ghostkeel Battlesuit is a unit that contains 1 model. It is equipped with: Flamers; Fusion Collider; Close Combat Weapons.,,
24,,,,,,,,,,,,,,,,,,"Instead of 1 Fusion Collider, this unit can be equipped with 1 Cyclic Ion Raker.",,
24,,,,,,,,,,,,,,,,,,"Instead of Flamers, this unit can be equipped with one of the following: 2 Burst Cannons; Fusion Blasters.",,
24,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
24,,,,,,,,,,,,Cyclic Ion Raker,Heavy,"24""",2,8+,8+,Supercharge,,
24,,,,,,,,,,,,Flamers,Heavy,"8""",2,7+,10+,Inferno,,
24,,,,,,,,,,,,Fusion Blasters,Heavy,"18""",2,10+,4+,,,
24,,,,,,,,,,,,Fusion Collider,Heavy,"18""",1,8+,3+,,,
24,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,10+,,,
25,Heavy,XV104 Riptide Battlesuit,"12""",5+,4+,2,3,6,4+,1,13,,,,,,,,"T'au Empire, <Sept>
Heavy, Battlesuit, Fly, Monster, Jet Pack, XV104 Riptide Battlesuit","per Unit: Instead of Smart Missile Systems, this unit can be equipped with one of the following: Fusion Blasters; Plasma Rifles.; per Unit: Instead of 1 Heavy Burst Cannon, this unit can be equipped with 1 Ion Accelerator.; per Unit (Power Rating +1 per drone): This unit can have up to two Shielded Missile Drones (Power Rating +1 per drone)"
25,,,,,,,,,,,,,,,,,,An XV104 Riptide Battlesuit is a unit that contains 1 model. It is equipped with: Heavy Burst Cannon; Smart Missile Systems; Close Combat Weapons.,,
25,,,,,,,,,,,,,,,,,,"Instead of Smart Missile Systems, this unit can be equipped with one of the following: Fusion Blasters; Plasma Rifles.",,
25,,,,,,,,,,,,,,,,,,"Instead of 1 Heavy Burst Cannon, this unit can be equipped with 1 Ion Accelerator.",,
25,,,,,,,,,,,,,,,,,,"This unit can have up to two Shielded Missile Drones (Power Rating +1 per drone). For each Shielded Missile Drone this unit has, it is also equipped with 1 Missile Pod.",,
25,,,,,,,,,,,,Fusion Blasters,Heavy,"18""",2,10+,4+,,,
25,,,,,,,,,,,,Heavy Burst Cannon,Heavy,"36""",6,7+,8+,,,
25,,,,,,,,,,,,Ion Accelerator,Heavy,"72""",4,6+,6+,Supercharge,,
25,,,,,,,,,,,,Missile Pod,Heavy,"36""",1,6+,8+,,,
25,,,,,,,,,,,,Plasma Rifles,Heavy,"24""",2,7+,7+,Rapid Fire,,
25,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
25,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,,,
26,Heavy,MV71 Sniper Drones,"8""",5+,5+,1,1,4,8+,3,3,,,,,,,Stealth,"T'au Empire, <Sept>
Light, Drone, Fly, MV71 Sniper Drones",per 6 models (Power Rating 5): It can contain 6 models (Power Rating 5); per 9 models (Power Rating 7): 9 models (Power Rating 7)
26,,,"8""",5+,5+,2,2,4,8+,6,5,,,,,,,,,
26,,,"8""",5+,5+,3,3,4,8+,9,7,,,,,,,,,
26,,,,,,,,,,,,,,,,,,MV71 Sniper Drones are a unit that contains 3 models. It can contain 6 models (Power Rating 5) or 9 models (Power Rating 7). It is equipped with: Longshot Pulse Rifles; Close Combat Weapons.,,
26,,,,,,,,,,,,Longshot Pulse Rifles,Small Arms,"48""",User,6+,8+,Sniper,,
26,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,10+,10+,,,
27,Heavy,Longstrike,"12""",6+,2+,1,2,6,6+,1,12,,,,,,,"Tank Ace: Add 1 to wound rolls for attacks made by this unit with ranged weapons that target Heavy or Super-heavy units.
Fire Caste Exemplar: Add 1 to hit rolls for attacks made with ranged weapons by friendly T'au Sept TX7 Hammerhead Gunship units whilst they are within 6"" of this unit.
Hover: Distances are measured to and from this unit's hull, even though it has a base.","T'au Empire, T'au Sept
Heavy, Vehicle, Fly, Character, TX7 Hammerhead Gunship, Longstrike","per Unit: Instead of 1 Railgun, this unit can be equipped with 1 Ion Cannon.; per Unit: Instead of 2 Pulse Carbines, this unit can be equipped with one of the following: 2 Burst Cannons; Smart Missile Systems."
27,,,,,,,,,,,,,,,,,,Longstrike is a unit that contains 1 model. It is equipped with: 2 Pulse Carbines; Railgun; Armoured Hull. You can only include one of this unit in your army.,,
27,,,,,,,,,,,,,,,,,,"Instead of 1 Railgun, this unit can be equipped with 1 Ion Cannon.",,
27,,,,,,,,,,,,,,,,,,"Instead of 2 Pulse Carbines, this unit can be equipped with one of the following: 2 Burst Cannons; Smart Missile Systems.",,
27,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
27,,,,,,,,,,,,Ion Cannon,Heavy,"60""",2,6+,6+,Supercharge,,
27,,,,,,,,,,,,Railgun,Heavy,"72""",1,8+,4+,Destroyer,,
27,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
27,,,,,,,,,,,,Pulse Carbine,Small Arms,"18""",User,9+,9+,,,
27,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
28,Lord,KV128 Stormsurge,"6""",5+,4+,1,5,6,5+,1,20,,,,,,,Stabilising Anchors: Re-roll hit rolls of 1 for attacks made with ranged weapons by this unit if it did not make a Move action this turn.,"T'au Empire, <Sept>
Super-heavy, Titanic, Vehicle, KV128 Stormsurge","per Unit: Instead of Flamers, this unit can be equipped with one of the following: Airbursting Fragmentation Projectors; 2 Burst Cannons.; per Unit: Instead of 1 Pulse Blastcannon, this unit can be equipped with 1 Pulse Driver Cannon."
28,,,,,,,,,,,,,,,,,,A KV128 Stormsurge is a unit that contains 1 model. It is equipped with: Cluster Rocket System; 4 Destroyer Missiles; Flamers; Pulse Blastcannon; Smart Missile Systems; Crushing Feet.,,
28,,,,,,,,,,,,,,,,,,"Instead of Flamers, this unit can be equipped with one of the following: Airbursting Fragmentation Projectors; 2 Burst Cannons.",,
28,,,,,,,,,,,,,,,,,,"Instead of 1 Pulse Blastcannon, this unit can be equipped with 1 Pulse Driver Cannon.",,
28,,,,,,,,,,,,Airbursting Fragmentation Launchers,Heavy,"18""",2,8+,10+,Barrage,,
28,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
28,,,,,,,,,,,,Cluster Rocket System,Heavy,"48""",8,8+,10+,,,
28,,,,,,,,,,,,Destroyer Missile,Heavy,"60""",1,5+,5+,"Destroyer, One Use Only",,
28,,,,,,,,,,,,Flamers,Heavy,"8""",2,7+,10+,Inferno,,
28,,,,,,,,,,,,Pulse Blastcannon,Heavy,"30""",4,6+,5+,,,
28,,,,,,,,,,,,Pulse Driver Cannon,Heavy,"72""",1,8+,4+,Destroyer,,
28,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
28,,,,,,,,,,,,Crushing Feet,Melee,Melee,User,8+,9+,,,
29,Transport,TY7 Devilfish,"12""",6+,4+,1,2,6,6+,1,7,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 12 <Sept> Infantry or Drone models. It cannot transport Battlesuits.","T'au Empire, <Sept>
Heavy, Vehicle, Fly, Transport, TY7 Devilfish","per Unit: Instead of 2 Pulse Carbines, this unit can be equipped with Smart Missile Systems."
29,,,,,,,,,,,,,,,,,,A TY7 Devilfish is a unit that contains 1 model. It is equipped with: Burst Cannon; 2 Pulse Carbines; Armoured Hull.,,
29,,,,,,,,,,,,,,,,,,"Instead of 2 Pulse Carbines, this unit can be equipped with Smart Missile Systems.",,
29,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
29,,,,,,,,,,,,Pulse Carbine,Small Arms,"18""",User,9+,9+,,,
29,,,,,,,,,,,,Smart Missile Systems,Heavy,"30""",2,7+,9+,Barrage,,
29,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
30,Air,AX3 Razorshark Strike Fighter,"20-50""",6+,4+,1,2,4,8+,1,11,,,,,,,Supersonic,"T'au Empire, <Sept>
Heavy, Aircraft, Vehicle, Fly, AX3 Razorshark Strike Fighter","per Unit: Instead of 1 Burst Cannon, this unit can be equipped with 1 Missile Pod."
30,,,,,,,,,,,,,,,,,,An AX3 Razorshark Strike Fighter is a unit that contains 1 model. It is equipped with: Burst Cannon; Quad Ion Turret; Armoured Hull.,,
30,,,,,,,,,,,,,,,,,,"Instead of 1 Burst Cannon, this unit can be equipped with 1 Missile Pod.",,
30,,,,,,,,,,,,Burst Cannon,Heavy,"18""",2,8+,9+,,,
30,,,,,,,,,,,,Missile Pod,Heavy,"36""",1,6+,8+,,,
30,,,,,,,,,,,,Quad Ion Turret,Heavy,"30""",2,7+,7+,Supercharge,,
30,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
31,Air,AX39 Sun Shark Bomber,"20-50""",6+,4+,1,2,4,7+,1,10,,,,,,,"Supersonic
Bombing Run: When this unit finishes making a Move action, select one enemy unit it moved over whilst making that Move action. Roll three D6, subtracting 1 from each result if that unit is a Character and adding 1 to each result if that unit is Infantry; for each result of 4+ place one blast marker next to that unit.","T'au Empire, <Sept>
Heavy, Aircraft, Vehicle, Fly, AX39 Sun Shark Bomber",per Unit (Power Rating +1): This unit can also be equipped with 1 Missile Pod (Power Rating +1).
31,,,,,,,,,,,,,,,,,,An AX39 Sun Shark Bomber is a unit that contains 1 model. It is equipped with: Ion Rifles; Missile Pod; Armoured Hull.,,
31,,,,,,,,,,,,,,,,,,This unit can also be equipped with 1 Missile Pod (Power Rating +1).,,
31,,,,,,,,,,,,Ion Rifles,Heavy,"30""",2,6+,8+,Supercharge,,
31,,,,,,,,,,,,Missile Pod,Heavy,"36""",1,6+,8+,,,
31,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,,,
32,Lord,Tidewall Gunrig,"6""",-,5+,-,2,4,8+,1,6,,,,,,,"Open-topped
Automated Fire Control Systems: This unit will always target the closest enemy unit with its Supremacy Railgun unless a friendly <Sept> unit is embarked aboard it. If two enemy units are equally close, you can choose which one this unit targets.
Mobile Defence Platform: This unit can only make a Move action if any models are embarked aboard it.
TRANSPORT: This unit can transport up to 10 T'au Empire Infantry models.","T'au Empire, <Sept>
Building, Vehicle, Transport, Tidewall Gunrig",
32,,,,,,,,,,,,,,,,,,A Tidewall Gunrig is a unit that contains 1 model. It is equipped with: Supremacy Railgun.,,
32,,,,,,,,,,,,Supremacy Railgun,Heavy,"72""",1,8+,4+,Destroyer,,
