No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
29,Elites,Rubric Marines,"5""",3+,3+,1,1,6,5+,5,5,,,,,,,,"Chaos, Tzeentch, Heretic Astartes, <Legion>
Light, Infantry, Psyker, Rubric Marines","per cannon (Power Rating +1 per weapon): For every 10 models this unit contains, it can also be equipped with 1 Soulreaper Cannon (Power Rating +1 per weapon).; per Unit: Instead of Inferno Boltguns, this unit can be equipped with Warpflamers."
29,,,"5""",3+,3+,2,2,6,5+,10,9,,,,,,,,,
29,,,"5""",3+,3+,3,3,6,5+,15,13,,,,,,,,,
29,,,"5""",3+,3+,4,4,6,5+,20,17,,,,,,,,,
29,,,,,,,,,,,,,,,,,,"For every 10 models this unit contains, it can also be equipped with 1 Soulreaper Cannon (Power Rating +1 per weapon).",,
29,,,,,,,,,,,,,,,,,,"Instead of Inferno Boltguns, this unit can be equipped with Warpflamers.",,
29,,,,,,,,,,,,Soulreaper Cannon,Heavy,"24""",1,6+,8+,,,
29,,,,,,,,,,,,Inferno Boltguns,Small Arms,"24""",User,6+,8+,Rapid Fire,,
29,,,,,,,,,,,,Warpflamers,Small Arms,"8""",User,5+,8+,Inferno,,
29,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,6+,9+,,,
30,HQ,Traitor Guard,"6""",4+,4+,1,1,5,10+,7,2,,,,,,,,"Chaos, Servants of the Abyss
Light, Infantry, Traitor Guardsmen",
30,,,,,,,,,,,,Flamer,Heavy,"8""",1,7+,10+,Inferno,,
30,,,,,,,,,,,,Las Weapons,Small Arms,"24""",User,8+,10+,,,
30,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
31,Elites,Chaos Beastmen,"6""",3+,4+,1,1,4,10+,4,1,,,,,,,Slaves to Mallex: This unit does not take up slots in a Detachment that contains Obsidius Mallex.,"Chaos, Servants of the Abyss
Light, Infantry, Chaos Beastmen",
31,,,,,,,,,,,,Pistols,Small Arms,"12""",User,8+,10+,,,
31,,,,,,,,,,,,Brutal Assault Weapons,Melee,Melee,x2,7+,9+,,,
32,Lord,Greater Daemon,"12""",2+,2+,2,3,8,5+,1,14,,,,,,,"Select one Greater Daemon. Use the datasheet for the chosen god.
Bloodthirster of Insensate Rage (Khorne, Pt 14, M 12"", Fly) - Greater Daemon of Khorne: Friendly Khorne Daemon units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit.
Lord of Change (Tzeentch, Pt 12, M 12"", Sv 8+, Fly, Psyker) - Greater Daemon of Tzeentch: Friendly Tzeentch Daemon units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit. Rod of Sorcery (Power Rating +1): Add 6"" to the Range of Orange Fires of Tzeentch.
Great Unclean One (Nurgle, Pt 14, M 7"", W 4, Sv 9+, Psyker) - Ignore Damage (6+). Greater Daemon of Nurgle: Friendly Nurgle Daemon units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit. Putrid Offering (Bileblade): At the start of the Generate Command Assets step, if equipped with a Bileblade, is a Warlord and is on the battlefield, generate one extra Command Asset. Reverberating Summons (Doomsday Bell): At the start of the Action phase, roll one D6 for each friendly Light Nurgle Daemon unit within 7"" of any units equipped with a Doomsday Bell; on a 6+ remove one damage marker from that unit.
Keeper of Secrets (Slaanesh, Pt 14, M 15"", Sv 9+, Psyker) - Greater Daemon of Slaanesh: Friendly Slaanesh Daemon units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit. Mesmerising Aura: Subtract 1 from hit rolls for attacks made with melee weapons by enemy units that target this unit. Sinistrous Hand: Each time a blast marker is placed next to an enemy unit as a result of an attack made by this unit with a melee weapon, you can remove one blast marker from this unit.","Chaos, Daemon, Legiones Daemonica
Heavy, Monster, Fly, Character, Greater Daemon","per Unit (Power Rating +1): Lord of Change: Can equip 1 Baleful Sword (Power Rating +1); per Unit (Power Rating +1): have a Rod of Sorcery (Power Rating +1).; per Unit (Power Rating +1): Great Unclean One: Instead of 1 Bilesword, can equip 1 Doomsday Bell (Power Rating +1); per Unit: Instead of 1 Plague Flail, can equip 1 Bileblade.; per Unit (Power Rating +2): Keeper of Secrets: Instead of 1 Ritual Knife, can equip Living Whip (Ranged) and Living Whip (Melee) (Power Rating +2)"
32,,,"12""",2+,2+,2,3,8,5+,1,14,,,,,,,,,
32,,,"12""",2+,2+,2,3,8,8+,1,12,,,,,,,,,
32,,,"7""",2+,2+,2,4,8,9+,1,14,,,,,,,,,
32,,,"15""",2+,2+,2,3,8,9+,1,14,,,,,,,,,
32,,,,,,,,,,,,,,,,,,"Select one Greater Daemon (Bloodthirster of Insensate Rage, Lord of Change, Great Unclean One, or Keeper of Secrets). Each has unique Move, Save, abilities and wargear as listed in the Abilities column.",,
32,,,,,,,,,,,,,,,,,,Lord of Change: Can equip 1 Baleful Sword (Power Rating +1) or have a Rod of Sorcery (Power Rating +1).,,
32,,,,,,,,,,,,,,,,,,"Great Unclean One: Instead of 1 Bilesword, can equip 1 Doomsday Bell (Power Rating +1). Instead of 1 Plague Flail, can equip 1 Bileblade.",,
32,,,,,,,,,,,,,,,,,,"Keeper of Secrets: Instead of 1 Ritual Knife, can equip Living Whip (Ranged) and Living Whip (Melee) (Power Rating +2), or have Shining Aegis (Ignore Damage 6+) or Sinistrous Hand.",,
32,,,,,,,,,,,,Great Axe of Khorne,Melee,Melee,User,4+,4+,Destroyer,,
32,,,,,,,,,,,,Orange Fires of Tzeentch,Small Arms,"24""",User,8+,8+,Witchfire,,
32,,,,,,,,,,,,Staff of Tzeentch,Melee,Melee,User,8+,7+,,,
32,,,,,,,,,,,,Baleful Sword,Melee,Melee,User,7+,8+,,,
32,,,,,,,,,,,,Plague Flail (Ranged),Small Arms,"7""",x2,7+,7+,,,
32,,,,,,,,,,,,Bilesword,Melee,Melee,User,5+,6+,,,
32,,,,,,,,,,,,Bileblade,Melee,Melee,User,8+,9+,,,
32,,,,,,,,,,,,Doomsday Bell,Melee,Melee,User,8+,9+,,,
32,,,,,,,,,,,,Nurgling Claws & Teeth,Melee,Melee,1,10+,10+,,,
32,,,,,,,,,,,,Plague Flail (Melee),Melee,Melee,x2,7+,7+,,,
32,,,,,,,,,,,,Ritual Knife,Melee,Melee,User,9+,10+,,,
32,,,,,,,,,,,,Snapping Claws,Melee,Melee,User,6+,6+,,,
32,,,,,,,,,,,,Witstealer Sword,Melee,Melee,User,7+,7+,,,
32,,,,,,,,,,,,Living Whip (Ranged),Small Arms,"6""",2,7+,8+,,,
32,,,,,,,,,,,,Living Whip (Melee),Melee,Melee,User,7+,8+,,,
